username,rating,comment,time
re_pramudya,5,"bahannya ok, lentur dan nyaman digunakan.. pesan tgl 1, kirim tgl 2.. harga lbi murah yg  pertama aku beli 😁 tp ini terhitung msi terjangkau kok.. klo mau beli jgn ragu",2022-02-04 02:47:17
h*****4,5,"Fitur Terbaik:kualitas ny bagus

Barang sudah di terima dengan baik packing rapih pengiriman ny jg cepet dan kualitas barang bagus lah dgn harga segitu.. tq seller..",2022-12-24 04:27:43
d*****i,5,"Penjual responsive, cepet bungkus cepet kirim. Kurirnya juga cakep, nyampe duluan dari yg jasa kirim yg laen. 
Barang bagus lembut elastis mirip sm bawaan, pas bgt gasa longgarnya.
Recomeded buat order lagi dan lagi..
Trimakasih",2022-06-09 15:43:34
1rmadamayanty,5,"Lumayan buat ganti2.. cantik..

Semoga Awet.. berharap bisa dipakai lama..

Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik",2021-11-18 13:52:22
ade.ayu26,5,"Barang nya aman. Mumpung sdg promo, harga murah & bermanfaat. Smg awet.",2023-04-02 22:54:08
purnamaproject,5,Ya ampun dengan harga sekitar Rp.3.300 an udah dapet strap Mi Band 5 sebagus ini. Warna nya soft semua suka deh. Bahan nya juga elastis banget. Mungkin karena sekarang produsen nya udah banyak kali ya. Dulu beli mahal sampe harga 15rb bahkan 25rb dong parah. Terima kasih seller sangat amanah.,2023-03-19 09:52:00
a*****2,5,"Sepadan dengan Harga:kualitas
Fitur Terbaik:warna

Bagus banget warna nya ga NORAKKK 😍🌈 bisa Gonta ganti warna gelang jam tangan nihh sesuai warna baju 🥰 uhuyyy makasih seller barang sesuai pesanan..",2022-10-23 00:33:50
v*****e,5,"Penjualnya ramah dan responsif dalam memberikan informasi terkait produk, untuk produknya diterima dalam keadaan baik, kualitas barangnya juga oke banget nyaman saat di pakai dan untuk proses packingnya cukup cepat, thanks.",2022-06-08 14:44:21
w*****e,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:iya

Makasih sdh sampai tali jam nya,bagus dan makasih jg hadiahnya",2023-02-15 07:54:50
j*****r,4,"Fitur Terbaik:bagus
Sepadan dengan Harga:worth it

Walaupun gak ori
Tapi worth it lah
Recommended seller
Terimakasih",2022-07-10 11:57:27
yoedra,5,"barang bagus, kelenturan dan kelembutan nya sama seperti tali strap original Xiaomi nya. recommended seller dan terimakasih..",2022-05-21 04:54:06
l.ysmn,4,"Packaging aman dan rapih, pengemasan dan kecepatan pengiriman standar, barang oke dan sesuai ekspetasi. Overall suka motif dan warnanya",2021-11-13 14:46:21
meiii1919,5,"Barang sesuai, kualitas produk sangat baikk,pengirimannya juga cepet bangettt makasihhh 🥰😍😍",2022-03-27 01:59:36
ajierobbyrizqi_88,5,Kualitas baik harga terjangkau.. bagus nyaman dipake.. karetnya masih baru bukan karet lama(karet mati) yg mudah rapuh..👍👍,2021-10-15 10:16:17
p*****a,5,"Sepadan dengan Harga:terjangkau

Terima kasih pesanan sudah sampai dengan aman selamat dan lengkap tidak ada yang kurang. Packing okelah aman, kualitas barang juga bagus cocok sama ukuran miband-nya dan nyaman dipakai, semoga awet. Untuk harga terjangkau pas event 12.12 lumayan dapet diskon. Terima kasih seller semoga selalu amanah terus",2023-12-15 10:43:46
y0vita,5,"Fitur Terbaik:sesuai
Sepadan dengan Harga:sesuai

Baru beli pertama kali lumayan barangnya sesuai harga .. sampai cukup cepat ... ekxpedisi cepat, barang yg mi band yang aku yunggu",2022-07-18 06:26:06
j.putra09,5,"Warna:warna nya menarik dan bagus
Ukuran:pas untuk Mi band 6
Kualitas Bahan:bahan karet okey

Saller ramah, pengiriman cepat, kualitas bahan strap sangat bagus. Tebal dan kuat. Pas di gunakan di mi band 6. Good Saller and Kurir",2024-08-03 06:16:26
_*****_,5,"Warna:menarik dan ceria
Ukuran:cocok sesuai ekspektasi
Kualitas Bahan:bahan bagus

Pesanan sudah diterima dengan baik pengemasan cukup, lengkap beli 3 sesuai semua warna kesukaan ku semua, bahannya lentur mudah dipasangkan terimakasih seller dan shopee",2024-06-20 04:07:32
alifadila26,5,"Fitur Terbaik:bahannya silicone. ringan dipakenya. warnanya cocok sekali di kulit tangan akuu
Sepadan dengan Harga:harganya terjangkau banget dgn kualitas barang yg lumayan

Yang mau samaan bisa langsung cekout yaa. Lagi diskon semua loh",2023-12-15 08:27:47
mreginare,5,"Bahan silikon ny tebal banget malah lebih bagus dari yang original
Harganya murah meriah jadi bisa koleksi banyak
Lubang kancingnya banyak
Ngefit sama jam nya
Pilihan warnanya banyak bgt
Pengiriman agak terhambat di kurir expedisi nya",2022-06-10 01:09:20
a*****e,5,"Warna:putih, marun, navy, coklat
Ukuran:pas
Kualitas Bahan:bagus

Alhamdulillah....ukuran tali jamnya pas..bahan talinya bagus dari karet..nyaman dipakai...lumayan dapat harga murce dan  gratis ongkir..bisa buat ganti ganti untuk sehari hari...",2024-07-12 00:19:18
rijalahmad01,5,"Sepadan dengan Harga:harga nya murah

Kualitas bagus cepat dan murah",2023-03-29 06:50:14
donatls,5,"Fitur Terbaik:sesuai gambar
Sepadan dengan Harga:murah bgt

inget gak dapet sm jam nya.. cuma strap doank.. bahan strap karet, bisa di geser klo kurang presisi.. 
biasakan membaca jgn gobl""k 
*ngakak baca comment yg ngasi bintang 1 & 2 🤣🤣🤣",2022-09-02 08:48:36
r*****1,5,"Warna:iron, black, cream, dark blue
Ukuran:pas dan sesuai
Kualitas Bahan:mirip seperti ori

Udah lama nyari toko yang nyediain strap mi band dg kualitas dan warna yang diinginkan. Ngga nyangka bakal beneran bagus strapnya di tangan. Mana harganya terjangkau pula. Pemrosesan pesanan juga cepat. Terimakasih seller!",2024-06-09 07:33:20
c*****e,5,"Sepadan dengan Harga:bagus dengan harga yang murah
Fitur Terbaik:baik

Bagus, namun jangan memilih j&t ekspress karena paket saya dibawa ke aceh padahal sudah di sortir terakhir",2023-04-02 10:21:51
prismaegi,5,"Warna:sesuai
Ukuran:pas
Kualitas Bahan:baik

Barang sudah di terima dengan keadaan baik.l, mantap presisi, warna juga sesuai dengan di etalase, semiga saja awet, sering di pake outdoor soalnya, next order lagi yaa kak",2024-10-07 04:19:35
l*****0,5,"Warna:menarik dan sesuai ekspektasi
Ukuran:pas dan sesuai
Kualitas Bahan:tebal dan tahan lama

Makasih shoppee...tks seller, telah dikirim barang sesuai harapan
Packing rapi, aman 
Tokonya keren bersahabat
Sukses selalu yach...",2024-08-01 13:44:16
s*****n,5,"Fitur Terbaik:sesuaii gambar

warnanya baguss, mirip yg digambar 😍 ukurannya jg pas, jd ga susah buat gantinya & lubang buat nutupnya jg gak kerass ( soalnya aku pernah beli ditempat lain & nutupnya kerass + susah 🥹 ) pokoknya puas bangeett 10/10 bakalan repurchase warna lain > <",2023-01-07 06:35:22
j*****i,5,"untuk barang seharga 8ribuan ini sih bagus banget. bahannya cukup lentur, masukin jam nya gampang, dan ga bikin gatel. banyak variasi warna, mungkin akan coba beli warna lain kapan2",2021-11-06 17:31:34
sulvi14,5,"Fitur Terbaik:seusai gambar
Sepadan dengan Harga:kualitas sesuai harga

Barang bagus, lentur juga hampir mirip sama ORI nya, 
Harga nya juga terjangkau banget,
Pengiriman juga cepet banget, baru kemarin pesan hari ini udh sampai,
Makasih seller dan kurir ☺️🙏",2022-09-23 12:24:03
adel.oktaa,5,"Sepadan dengan Harga:sangat sepadan
Fitur Terbaik:warna nya lucu

thanks seller. product asli barang sampai dengan selamat",2023-06-25 12:31:10
a*****n,5,"Fitur Terbaik:Fitur terbaiknya apa dah?
Sepadan dengan Harga:Sepadan parah, kalau beli di official store nya bisa lebih mahal++ ini, ga jelas kenapa mahal banget

Kalau hanya mencari strap, mendingan beli di sini saja.",2022-09-16 02:00:18
h*****o,1,"Semua ok.. Seller ramah, dan cukup fast respon. Tetapi sebaiknya kasih alternatif pengiriman yang lainnya, jangan cuma pakai J&T.. kurir nggak ada semangat kerja, malas malasan. Barang udah di kuri dari hari jumat. Sampai dirumah seminggu malam banget banget.",2022-07-25 15:18:23
wayanperdana,5,"Fitur Terbaik:strap pengganti
Sepadan dengan Harga:sesuai

Strap pengganti untuk mi band 3, sesuai dengan fungsinya. Warna dan bentuk sesuai dengan pesanan. Pengiriman oke. Packing rapi harga sesuai.",2022-06-17 10:28:15
fransiskasorayaspumanti,5,"Sepadan dengan Harga:Harga murah banget, tapi warnanya cakep dan pas di mi band 5 nya.
Fitur Terbaik:Bahannya sama dengan harga strap serupa dengan harga lebih mahal.",2023-08-30 07:00:41
syafira_ummuinayah,5,"Fitur Terbaik:bagusss walaupun harga murah tapi kualitas ok
Sepadan dengan Harga:lebih bagus dari ekspektasi

Suka. Beli pas promo harga tdk sampe 20k dapet 5 pcs, mkasih . Respon admin ok, cepat, tanggap dan sesuai orderan",2022-10-12 11:53:05
s*****o,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:banget

harga murah banget
pas juga ukuran nya 
ngga nyangka warna nya bagus 
dan lentur juga karetnya ini ga keliatan murahan 
good deh seller",2023-08-04 03:13:08
hennimaulida15,4,"Warna:sesuai dengan expetasi dan keren
Ukuran:pas dan sesuai
Kualitas Bahan:menggunakan bahan yang bagus dan semoga tahan lama dan awet

Warna merahnya sesuai dengan expetasi saya selaku pemakai
Bagus dan pas ditangan saya",2024-08-12 09:13:22
y*****d,5,Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik! Kualitas produk baik!,2022-01-13 23:33:47
n*****a,5,"Sepadan dengan Harga:Sesuai harga
Fitur Terbaik:Banyak pilihan warna

Udh kedua kali order disini karena murah, banyak pilihan, pengiriman cepet, dan awet. Rencana mau beli lg",2024-02-09 16:33:23
n*****k,5,"Fitur Terbaik:baik
Sepadan dengan Harga:ya

Pengiriman cepat sampai dengan selamat tidak ada yang cacat benar-benar bagus dan semuanya baik. Pokoknya nggak nyesel belanja di sini dapat flash sale sehingga murah dan semoga tokonya selalu laris manis jangan ragu untuk belanja di sini karena benar-benar bagus untuk belanja Mi band di sini. Aku udah buktiin sendiri dengan aku beli produk-produknya.",2023-10-20 04:14:35
d*****4,5,"Fitur Terbaik:strap miband
Sepadan dengan Harga:worth it bgt bgt

mantap, pengiriman cepat, packing super rapih dan aman, harga lebih murah dibanding toko lain, tapi kualitas ngga murahan, wort it bgt bgt inimah, rekomended bgt 👍👍👍",2023-03-16 16:32:52
firmanbst,5,"Seller sangat responsif pengiriman nya cepat, barang nya juga bagus",2022-04-01 02:02:11
g*****o,5,"Warna:bagus semua, pas cocok
Ukuran:pas , standart miband
Kualitas Bahan:blm tahu sih,  spertinya lbh bagus orinya

Kulaitas lumyan, asal jgn serimg kena air, dan kepanasan , cocok utk miband 4 dan mungkim jg miband 3",2024-11-21 11:44:59
fel.06,5,"Barangnya bagus banget, pengirimannya juga cepat. Makasih banyak seller, sukses terus 🙏🏻",2022-06-13 06:09:18
p*****e,5,"Fitur Terbaik:cocok untuk mi watch 4
Sepadan dengan Harga:sangat sepadan

Ada harga ada barang guys! Murah banget. Pengen beli semua warna rasanya haha karena semurah itu. Cepet banget lagi pengirimannya dan cocok buat koleksi, bisa gonta ganti strap tiap hari dong. Aku rekomen yang warna purple guys cakep",2023-10-11 11:00:53
yuliae0890,5,"Pengiriman cpt bgt br kmren psen hr nie dah smpe,,brang bgus,,harga murah tp brang g murahan😁top bwt seller'a",2022-03-24 09:59:18
driskiyani24,5,"Suka banget sama tali jam nya.. Sesuai pesanan warna navy, cuma sbnrnya buat saya navy nya masih terlalu terang, tapi gak masalah, harga murah kualitas bagus kok",2022-04-09 07:52:19
husnaoemarsaid,5,"Sepadan dengan Harga:Kualitas produk bagus, bahkan bisa dikatakan lebih baik daripada harganya, worth it!

Pengiriman cepat dan tidak ada kendala. Penjual informatif dan komunikatif.",2023-04-11 10:57:05
faizalpermana,5,"Warna:cakep banget
Ukuran:pas di pergelangan tangan
Kualitas Bahan:materialnya halus, ditangan ga bikin sakit, elastis juga ternyata

Lebih bagus dari perkiraan, bagus banget, harganya juga termurah, sangat worth it , apalagi dapet potongan diskon juga",2024-06-03 23:37:22
efausman,5,"Warna:warna produk sesuai ekspektasi.
Ukuran:ukuran produk pas dan sesuai di pergelangan tagan.
Kualitas Bahan:kualitas bahan tebal. semoga tahan lama.

Cukup beli 1 jam digital aja. Itu pun harganya masih dirasa cukup di saku. Banyakin beli gelangnya dengan warna yang bervariasi biar tidak monoton. Semoga bisa beli lagi dengan warna yang berbeda di toko ini.",2024-06-17 04:42:00
sophiaalf,5,"Sukaaaak, padahal harganya murah tp lumayan kok barangnyaa.. warna lengkaap",2022-04-26 05:53:03
d*****j,5,"Warna:bermacam warna pilihan
Ukuran:cocok sempurna utk smart mi6
Kualitas Bahan:baik, lumayan tebal.

Produk kiriman sesuai pesanan. Pengepakan simpel namun aman. Pengiriman cepat. Produk sdh dipasang di smart mi6 dan cocok. Warna banyak pilihan. Semoga awet. Terima kasih.",2024-07-29 08:20:42
m*****a,5,"Fitur Terbaik:lumayan
Sepadan dengan Harga:lumayan

Bagus deh lumayannnn, pengiriman cepet banget. Okeeee. Thank you!!!!s",2022-06-19 08:47:46
v*****i,5,"Fitur Terbaik:Karetnya tebal dan nyaman dipakai
Sepadan dengan Harga:Sangat Sepadan

Buat yang mau nyari untuk ganti2 warna atau band-nya rusak cocok banget beli disini karena kualitasnyaa baguss dengan harga ramah dompet 😁 udah order ke dua kali krn yg sebelomnya tahun lalu belinya. Sukses terus ya seller! Fix recommended hehe",2023-12-08 07:33:59
dwijayantiretno,5,"Sudah sampai barang nya,, cetakan nya ga macet, trimakasih seller",2022-07-15 07:21:30
a*****w,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:bagus

Packing aman, barang sampai dengan selamat, barang bagus, sesuai deskripsi, tidak mengecewakan, fungsi belum dicoba, semoga dapat berfungsi normal & awet. Terimakasih",2023-06-10 10:17:40
p*****9,5,"Sepadan dengan Harga:good
Fitur Terbaik:good

Barang sampai dengan selamat dan sesuai pesanan serta berfungsi sengan baik dan benar, pengiriman pun lumayan cepat, overall good 🙏",2023-03-02 05:24:54
debeyyy,5,Dapet harga flash sale 2500 ajaa😩😭🩶 kerenn hehe bahannya oke ternyata👍🏻,2023-06-23 12:13:10
eugene.wijaya,5,"Barangnya bagus & harga murmer bgt. Sudah pembelian kedua disini, bbrp bln lalu beli utk miband 4, krn baru2 ini dpt miband 6 jd beli lg strap disini. Warna yg sama jg, iron & dark grey yg jarang ada di yg lain. Proses order jg cepat. 

Terimakasih ya.",2023-03-29 16:33:19
kicksology_id,3,"Fitur Terbaik:tali jam
Sepadan dengan Harga:yah mau gimana lagi

miring banget sangat tdk presisi. ada harga ada kualitas",2023-05-24 12:18:14
nygaluh,5,"Fitur Terbaik:ini nyaman bgt dipakai
Sepadan dengan Harga:harganya terlalu murah untuk kualitas sebagus ini

Karetnya bagus, warnanya cantik, harganya murah meriah, kualitasnya sama dengan harga diatasnya, mantap sih, suka bgt..",2023-06-10 02:45:53
christianser,5,"Warna:bagus
Ukuran:pas
Kualitas Bahan:tebal

Untuk harga segini oke banget buat dapet strap watch setebel Dan sebagus ini, warnanya juga walaupun pilih yang hunter tapi ga yang ijo norak gitu.",2024-11-16 04:10:21
