username,rating,comment,time
unhy_zriel26,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah

kabel data.. pengisiannya cepat murah banget loh",2022-11-24 12:22:20
wulanzain20,5,"Warna:pink pastel
Fungsi:berfungsi dgn baik utk charger
Fitur:kren dan lucu menggemaskan

aku pesen warna2 pastel ungu dan pink smua warnanya soft 
cocok utk trend jaman skrg
dan harganya lebih murah ketmbang beli ofline
barang berfungsi dgn baik, untuk mengcharger cepat dan normal",2024-09-18 09:20:48
yuzihelty,5,"Fitur Terbaik:baik
Sepadan dengan Harga:ok

Keselurahn baik, tp catatan kecil untuk pak kurir sekira paket di titipkan di tetangga tlong konfirmasi sm yg pesan, kamis notif sdh diterima tp se isi rmh ga ad yg merasa nerima, jd cek lh notif ternyata amri yg terimaa sdngkan amri rmh ny jauh dr sy, tp di notif yg nerima bersangkutan 👍",2022-10-08 07:46:32
d*****a,5,"Murah bgt 3 rebuan. Kabelnya bukan kabel yg kaku, panjang juga kabelnya, dan bagus inii buat harga seginii. Thankyou seller!",2022-04-30 08:35:12
r*****7,5,"Fitur Terbaik:Fast charging
Sepadan dengan Harga:sangat recommended

Alhamdulillah paket sampai dgn selamat satupun tdk ada yg minus,Sdh order berkali kali di toko ini karna harga nya murah tpi kualitas nya ga murahan bs di bandingin sama yg lain,pokonya sangat recommended toko ini👍👍👍👍",2022-09-28 14:24:44
wiyahjr,5,"Sepadan dengan Harga:sesuai harga
Fitur Terbaik:blm dicoba

Semoga awet ya",2023-04-04 02:59:54
sri24mulyati,5,"proses pengiriman sangat cepat, kualitas produk sangat baik, packing rapih",2022-03-31 08:42:35
sitirisya753,3,"Warna:sesuai
Fungsi:belum d coba
Fitur:cukup

pesen 12 pc yg di kirim 10 pc bukan soal mau minta ganti,barang ga seberapa cuman order ga seberapa aja ko bisa kurang.lain kali cek yg benar",2024-09-22 14:25:59
diditpranolo822,5,"Warna:ungu
Fungsi:kabel cas hp
Fitur:bagus

Kabelnya ada 4 berfungsi semua,yang satu lagi di pakai buat ngecas hp👍..terima kasih shopee tokonya amanah..terima kasih juga buat kurirnya ramah dan baik👍",2024-11-16 15:04:54
s*****u,5,"Alhamdulillah barang real pict sesuai pesanan. Terimakasih untuk toko dan kurirnya👍
 recommended👍",2024-12-09 06:26:38
elisafany,5,Alhamdulillah paketnya sampai pengirimannya jg cepat seller amanah packing tempered glass ny super aman terima kasih banyak sukses selalu untuk seller ny cuman warna yg Dateng tosca bkn hijau tapi gpp,2022-06-29 08:31:17
nailaparamita563,5,"Fungsi:sangat berguna untuk chager hp
Warna:unggu ,sangat warn menarik
Fitur:charger data ,untuk pengisian sangat cepat semug awet

Toko sangat amanah & kurir nya pun sangat amanah",2024-06-27 08:41:13
g*****8,5,"Paket sdh diterima, pengiriman cepat, kurir ramah, respon penjual baik,suka sm data kabelnya,kecepatan isi daya lumayan lambat",2022-06-29 03:02:03
amuaini,5,"Fungsi:beroprasi dengan baik
Warna:warna produk sesuai

Cocok untuk cash pengiriman cepat admin ramah",2024-08-02 05:47:34
3o10pko8_e,5,"Fitur Terbaik:terbaik
Sepadan dengan Harga:murah x

Order yang kedua kalinya... Pengiriman agak lama d jasa pengiriman nya... Moga awet ya",2023-08-15 23:41:03
ukhtifatimah97,5,"Warna:tosca
Fungsi:berfungsi dengan baik

Kualitas produk baik, harga produk baik, kecepatan pengriman baik, berfungsi dengan baik. Makasih seller",2024-09-09 05:43:31
n*****a,5,"okee, barang yang datang sesuai dan berfungsi dengan sangat baik.",2024-12-16 15:57:21
i*****1,1,Kalau jualan yang jujur dong..amanah itu penting..saya baru pertama kali order ditoko ini sangat kecewa sekali..headset saya diganti semua warna yang datang..dan tidak datang 5 pcs..mana itu orderan reseller saya lagi...pertama dan terakhir saya order ditoko ini..,2022-05-13 11:09:34
paz6mc2msg,5,"Warna:warna cantik cantik
Fungsi:belum di test
Fitur:belum di test

Moga aja bagus,belum di test harga murmer.warna cantik2",2024-10-27 04:54:03
imamytasariimamytasari,5,"Warna:warnanya bgus
Fungsi:fungsinya bagus
Fitur:bermanfaat buat cas

Mksih barangnya udah nyampe di rumah dg selamat tokonya amanah sesuai dengan gambar",2024-10-19 02:20:54
robinsamuel,5,"Fungsi:berfungsi dengan baik
Warna:putih
Kegunaan:charge hp

Semua berfungsi dengan baik dan sesuai orderan",2024-07-31 13:15:15
marsya_3113,5,"Warna:menarik dan ceriah
Fungsi:sangat berguna untuk ke butuhkan sehari-hari
Fitur:bagus dan berguna",2024-11-14 07:57:09
g*****z,5,"Sepadan dengan Harga:Kabel
Fitur Terbaik:Kabel usb

KABEL USB mendarat dengan aman. Semoga awet. Dapet harga murah thx seller 🤗",2022-07-22 06:03:57
niaaa1517,1,Pengemasan kurang rapi.. Jadi seperti itulah... Semoga lain kali bisa diperhatikan lagi... Dengan harga murah packing jg berharap aman...,2022-04-18 05:25:53
dutiehijab,4,"All things is good, I not realize that the packet so fast. Check out yesterday at 11 a.m. today in my hand 😊 quality of product all nice. Didn't amaze for your store.",2024-08-02 12:11:15
a*****3,5,"Barang sudah di Terima dengan baik di tangan pemesan, tidak ada kerusakan pada barang, di karenakan pengemasan yang sangat rapih sehingga membuat barang aman sampai di tangan konsumen",2024-01-05 05:00:31
e*****a,5,"Fungsi:beroperasi dg baik
Warna:putih dan biru
Kinerja:pas dicoba ngisi

Dpt harga 3900 2 biji charger hp Oppo jadul, krn kabel nya udh gk bs ngisi daya, semoga awet, dan ngisi cpt, udh sering blnja ke toko ini , packing nya pakai plastik aja , hrsnya pakai kardus, sering2 ya ngasih diskon, makasih seller, Shoppe dan abang kurir",2024-05-29 15:01:41
m*****a,5,"Barangnya bagus ko, sayng datangnya lumayan lama tapi gak papa.",2022-06-18 09:36:36
j*****2,5,"Warna:cantik
Fungsi:baik
Fitur:slow charging

Kabel data macaron type micro. Ini slow charging, sesuai harga. Packing standard, pengiriman cepat. Terimakasih.",2024-12-03 11:22:37
vevavava,5,"Fitur Terbaik:semoga awet pengisian cepet banget pokoknya
Sepadan dengan Harga:murah bangetttttt pol murah

Langganan terus",2022-08-26 03:09:32
n*****a,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah meriah

Pengirimannya agak lama, kualitas lumayan. 
Harga murah meriah, gratis ongkir. 
Mantap lah. 
Terima kasih",2023-05-08 05:47:38
fitriafitri15,5,"Paket udh,, cpt banget dtng nya,, blm di coba sich semoga ajj berfungsi dgn baik..
Sukses trs buat toko nya..
Abang kurir nya baik sopan dan ramah banget..
Sehat2 jg buat Abang kurir nya..",2024-10-10 05:56:35
fira.amira,4,"Sepadan dengan Harga:baik
Fitur Terbaik:baik

Barang sampai dengan selamat dan sesuai pesanan.
Semoga bisa berfungsi dengan baik",2022-12-23 13:13:15
talithanabilah12,5,"Warna:putih
Fungsi:bekerja baik
Fitur:bagus

Terimakasih owner dan kurir. Tp sy salah beli cas an🥺 harusnya type c🥺",2024-09-15 06:43:29
gavrilaratnawidyaningtyas,4,"Pengirimannya cukup lama tapi ga lama banget, pengemasan nya aman tdk ada kelecetan, kabel data tdk ada yg putus atau mengelupas sayangnya kabel datanya gak fast charging nunggu beberapa menit baru nambah 1% tapi no problem yang penting barang yg datang tdk mengecewakan thanks buat reseller nya",2022-06-18 14:15:57
novianayaya,1,"Warna:sesuai

Pas di hp TPI Tdk bisa dipakai,pdhl warnanya sudh cantik",2024-12-18 05:24:37
irwanalliant,5,"Sepadan dengan Harga:betul

Barang sesuai pesanan. Pengirimqn cepat. Sudah dicoba dan bkerja dengan baik. Terima kaaih booss",2023-06-13 02:15:51
zhabrick903,5,"Sepadan dengan Harga:murah tapi gak murahan

yaa Alloh sumpah bagus bgt dapet harga semurah ini ALhamdulillah lg rejeki ku dapet brg yg murah tp bagus
btw thanks ya",2023-05-14 15:25:46
s*****e,5,"Fitur Terbaik:agus anet
Sepadan dengan Harga:klop

kece badai bagus pokok nya, ya memang bagus ,recomended",2022-11-01 06:52:32
maunakeaalmashyra,5,"Warna:cerah dan menarik
Fungsi:berfungsi
Fitur:bagus

Harganya murah banget, tapi kabeLnya Luci warna macaron, berfungsi dengan baik, semoga bener bener fast charginh seperti keterangan produk",2024-09-07 14:24:11
i*****6,5,"Warna:ungu,warna sesuai
Fungsi:bekerja dengan baik
Fitur:cepet buat ngisi batre nya

gaa nyesel beli Disni,di order ya👍👍",2024-12-20 03:38:27
r*****r,5,"Warna:biru
Fungsi:bekerja
Fitur:cepat ngisi

pengiriman cepet, pengisiannya juga cepat makasi seller",2024-10-11 16:38:13
b*****e,5,"Fungsi:ok
Warna:ok
Kegunaan:ok

Pesanan sesuai, bagus yg ungu paking rapih cepat sampai, tx.",2024-07-26 07:44:15
r*****9,5,"Warna:bagus sesuai gambar
Fungsi:beroperasi dengan baik
Fitur:bagus

Terima kasih pesanan sudah sampai, packing rapi. Bisa beroperasi dengan baik... Warna cantik dan okey harga murah",2024-12-02 06:00:34
nasutionbeby,5,"Warna:menarik dan cetia
Fungsi:semua komponen bergungsi dengan baik
Fitur:dukungan yg efektif dan efesian",2024-09-09 09:13:40
m*****2,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:sepadan lah

Aku beli dua warna putih sama warna pink....bagus banget bisa buat ngecas lumayan lah",2022-08-31 02:25:12
p*****t,1,Sesuai pesanan tali kabel charger micro usb untuk hp android. Tp sayang tidak bs konek mungkin ada kabel dalam yg putus. QC dari pelapak kurang bagus.,2022-08-21 11:37:58
d*****6,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sesuai harga

Makasih sudah sampai sesuai pesanan, walaupun pengiriman lama mgkn terkendala expedisinya, recommended seller",2022-08-06 07:58:11
s*****6,5,"Paketnya udah sampai dengan aman, bubble wrap nya tebal packingnya juga aman.",2022-07-09 23:56:09
zacky_anwar_,5,"Fitur Terbaik:Charger HP dan lain-lain
Sepadan dengan Harga:Lumayan

Di luar ekspetasi..Kabel nya lumayan tebel & kokoh...Panjang -+ 100cm..joss",2022-06-13 05:02:56
n*****i,5,"Warna:ungu
Fungsi:berfungsi dgn baik
Fitur:efisien, mantap

Produk sesuai pesanan, packing aman.",2024-10-03 07:12:34
a*****g,5,"Kabel data nya bagus bgt bnr fast charging, harganya murce banget, packing rapih & pengiriman cpt",2024-01-13 06:29:02
u*****_,5,"Warna:putih
Fungsi:berfungsi dengan baikk
Fitur:seperti kabel biasanya dan lumayan panjang juga",2024-12-24 00:48:18
d*****2,5,"Fitur Terbaik:baik
Sepadan dengan Harga:murah

Barangnya lengkap, sesuai dan pengemasannya sangat baik",2023-08-18 17:20:46
r*****a,5,"Fitur Terbaik:keren
Sepadan dengan Harga:wow

Barangnya sudah sampe dengan aman cepat dan selamat semoga awet yaaa ini warnanya baby pink lucu gemezib deh👍🏽😎🥰terima kasih atas barangnya",2023-12-07 11:12:50
iisratnakomala508,5,"Warna:bagus
Fungsi:sangat berguna
Fitur:pengisian cepat

Harga murah bngt! , barang sesuai gambar no tipu tipu. Suka bngt sama barang ny...",2024-11-18 09:42:48
arveanarika,4,"Fungsi:bagus
Warna:oke
Kegunaan:oke

Sesuai pesanan ini harga jugaa mumer sekali  sukaa suka suka",2024-07-10 18:39:02
goegoenwiguna,5,"Warna:sesuai
Fungsi:baik
Fitur:bagus

Maaf baru sempet nilai... Alhamdulillah paket nya berfungsi dng baik... Toko amanah... Smoga slalu sukses usaha nya... Aamiin",2024-09-19 01:31:58
nurulhotimah988,5,"Fitur Terbaik:Bgs bnget casannya
Sepadan dengan Harga:Iya

Akhirnya casannya dah sampe dengan selamat bgs bngett casannya harganya jga murah lumayan lah semoga awet ya casannya tpi warnanya jga aga pudar dkit tpi gpp muat jga dihp pas pkokkknya rekomeddd bnget deh mksh ya sllernya am kurirnya baik",2024-03-26 00:49:44
u*****i,5,"Fitur Terbaik:sesuai harga

Sesuai pesanan. Sesuai harga. Pemgiriman super cepat",2023-09-20 04:52:37
l*****8,5,"Fitur Terbaik:oke
Sepadan dengan Harga:ya

Barang sesuai pesanan. Packing rapi. Harga juga murah. Bagus barangnya. Sip. Oke. Kabel data warna pink.",2022-07-03 04:26:10
yolalusi,5,"Alhamdulillah paket sudah sampai,lengkap sesuai pesanan dan pengirimannya juga cepat, terimakasih 🙏",2022-08-10 08:24:44
entahmengapahbgini,5,"Fitur Terbaik:tidak ada bungkusannya
Sepadan dengan Harga:ya sepadan lah ya dengan harga nya

Blum dicoba si...",2022-06-20 11:21:08
r*****4,5,"Datang dengan selamat packingan kurang aman, tapi barang 2 2 nya baik dan ngisi 🙏🙏 terimakasih",2022-07-18 11:59:14
e*****3,5,Udah langganan disini gak pernah mengecewakan Packingnya aman sampai tujuan soalnya dikasih kardus dan bubble wrap tebal Recomend pokoknya,2022-04-08 11:19:28
f*****a,5,"Warna:hitam sama putih
Fungsi:insyaallah berfungsi
Fitur:bagus

MINNNNN TERIMAKASIH UDAH SAMPE JUGA INI KABEL CHARGENYA. TAPI, INI KAYANYA KELEBIHAN SATU DEH AKU PESENNYA 4 DI KIRIMNYA 5 APA BONUS KAH? Atau gimanaaa?",2024-09-11 06:58:29
tomycuddly,5,"Warna:elegan
Fungsi:berfungsi
Fitur:berguna

Bagus padahal harga nya murah walaupun gada merk tapi kabel nya kualitas sama kayak yg bermerk",2024-12-21 12:42:58
k*****m,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:ya

Barang udah sampe, pengiriman cepat, barang bagus, harga murah, semoga awet terimakasih 🙏🏻",2022-08-23 05:07:13
kasih_085,5,"Fungsi:bekerja sesuai dengan diskripsi
Warna:warna hitam sesuai pesanan
Kegunaan:mengisi daya baterai",2024-08-06 13:23:35
f*****a,5,"Sepadan dengan Harga:iya
Fitur Terbaik:baik

Sdh ditrma psnan bs berfungsi dgn baik fs1k biaya 1kjg.trmksh",2023-10-14 01:41:33
daonk_sound_system,5,"Warna:warna biru
Fungsi:berpungsi dgn baik
Fitur:bagus

Barang bagus pengiriman cepat terimakasih reseller terimakasih kurir smga jadi langganan",2024-11-14 00:49:53
n*****3,5,"Sepadan dengan Harga:Top
Fitur Terbaik:warna

Warna nya super lucu, bahannya bagus. Pengemasan dan packing nya super aman dan cepat.",2022-09-12 15:46:02
n*****g,5,"Fitur Terbaik:oke
Sepadan dengan Harga:ya

Bagus kabel data nya sesuai pesanan warnanya pun, berfungsi dengan baik, pengemasan aman, pengiriman cepat, thanks for all...",2024-01-11 09:30:13
1kf1ni74,5,"Warna:hijau
Fungsi:ngecas
Fitur:bagus

Pesaanan akirnya datang juga
Bagus sesui expetasi dan beroperasi dengan baik
Alhmdulilah
Pengiriman cepat sampai
Moga berkah selalu tokonya
Amanah",2024-12-02 23:51:04
murti2986,5,"Fitur Terbaik:kabel berfungsi dgn baik
Sepadan dengan Harga:sepadan

Makasi barang sudah sampai...warnanya cantik banget, kabel berfungsi...",2022-06-16 14:43:32
k*****m,5,"Sepadan dengan Harga:joss

Harga terjangkau dan kualitas mantap,rekomendasi buat teman2 yang ingin beli aksesoris hp dengan harga terjangkau",2024-02-19 06:16:13
nuriiherdiia,5,"Fitur Terbaik:baik
Sepadan dengan Harga:pas

Barang sesuai dengan pesanan dan pengiriman juga lumayan cepat .",2023-12-30 06:00:34
ruileu,5,"Paket sesuai deskripsi serta pesanan.... packing simple tapi baik, respond seller baik..... pengiriman super cepat ( J&T express ).",2022-03-30 03:07:32
sriyanto079,5,"Fitur Terbaik:berfungsi

Awalnya cuma iseng iseng saja.barangkali berfungsi dengan harga segitu, begitu barang datang saya cuek saja.begitu dicoba, ternyata berfungsi",2023-03-29 23:51:30
v*****l,5,"Sepadan dengan Harga:lumayan
Fitur Terbaik:oke

Hiks kabelnya ketinggalan di tempat kerja dan skrg sudah resign huhu tapi bagus gemes warna ungu fav",2023-10-22 07:23:11
didie12,5,"Warna:sesuai gambar
Fungsi:untuk pengisian baterai
Fitur:lumayan bagus

Alhamdulillah barang nya sudah sampai dengan selamat terimakasih banyak untuk semuanya 🙏 berkah selalu 🤲",2025-01-04 11:39:52
n*****l,5,"Sepadan dengan Harga:murah banget
Fitur Terbaik:mantap

Tidak ada yang kurang.. Semoga pelayanan nya konsisten",2022-09-02 13:40:09
w*****n,5,"Fitur Terbaik:Bagus utk ngecas
Sepadan dengan Harga:Murah

Kabel bisa utk ngecas. Utk transfer data belum dicoba. Harga murah, semoga awet.",2023-04-08 13:06:56
kryxvvif8w,5,"Warna:sesuai
Fungsi:berfungsi dengan baik
Fitur:sejauh ini masih berfungsi dengan baik dan warna nya real pict banget lucuu",2024-10-12 10:05:03
r*****y,5,"Warna:calemly
Fungsi:sesuai ekspektasi
Fitur:berguna

Kabel data charger warna menggemaskan, semoga semua berfungsi dengan baik ya,.. Krn mau dijual kembali dan beberapa sudah trkeep costumer",2025-01-09 14:37:30
m*****1,4,"Warna:Biru
Fungsi:Charging hp
Fitur:Sesuai dg hrg

Paket sdh diterima kmrin sore j 14.37. Sorry br buka paketnya. Mudah2an awet & tdk lemot. 
Tq",2024-09-02 05:45:49
r*****a,5,"Berfungsi dengan baik, dapat di gunakan, kurir ramah, dan pengiriman cepat, terimakasih,🙏",2022-05-28 08:14:25
sahril_sidik.18_09.,5,Paket kabel data sudah diterima lumayan buat isi assesoris. Terimakasih 🙏,2022-06-02 16:19:43
jtk3ths419,5,"Warna:sesuai gambar
Fungsi:semuanya baik
Fitur:bagus berguna banget

Pokoknya bagus cepet ngisi saya nya",2024-10-02 07:15:03
s*****a,4,"Fitur Terbaik:bagus

Pesen warna pink yang datang warna hijau mint lain kali disortir yg teliti ya biar ga ketuker2 gini semoga aja awet ya belum dicoba. Mksh",2023-01-28 09:41:37
a*****a,5,"Fitur Terbaik:oke
Sepadan dengan Harga:better lah

Barang nya berfungsi dengan baik, sayang nya pengiriman nya aja yg lama",2022-09-29 13:19:13
haniaridhwan,3,"Warna:cantik
Fungsi:oke
Fitur:standar

barang sesuai dengan pesanan.barang berfungsi dg baik.thanks",2024-12-04 10:52:06
dyah_0cay,5,"~ murah meriah seribu dapet kabel casan
~ warna sesuai dg request
~ belum d coba si mudah²an konek n awet
☆ makasih shope , seller n kurir ☆",2023-10-06 10:51:38
floraangelina482,5,"Warna:sesuai expetasi dan menarik
Fungsi:beroprasi dengan baik
Fitur:dukungan

Alhamdulillah paketnya sudah sampai dan sesuai pesanan",2024-11-03 03:36:00
