username,rating,comment,time
e*****h,5,"Fitur Terbaik:barangnya bagus di Peking rapi dan lengkap sampai di tangan
Sepadan dengan Harga:harga nya sesuai dengan barang bagus

Cocok untuk selfi atau buat video konten",2024-01-25 15:55:46
m*****i,5,"Pesanan udh diterima,sesuai pesanan , gila pengiriman nya cepet banget barang nya juga bagus gk ada lecet thank u seller semoga awet",2022-10-23 02:33:22
p*****t,5,"Sepadan dengan Harga:murah tp bagus
Fitur Terbaik:bagus

Alhamdulillah paketnya sudah datang, barang bagus harga murah tapi gk murahan, semoga bisa dipakai dan barangnya bisa awet
Penjualnya juga ramah
Kurir sopan
Terimakasih",2023-02-09 22:35:43
f*****i,5,Suka banget belanja disini senin co ehh pas selasa sampeee 🥰🥰😍😍😍best bgt pelayanannya😍,2022-09-21 04:49:14
v*****a,5,"Fitur Terbaik:sangat puas sekali barangnya mulus tanpa cacat sesuai dengan harga sip selernya amanah trs kurirnya juga baik

Rekomenden bgt sama toko ini pokoknya dijamin amanah terimakasih shopee tankz juga sellernya",2023-02-16 06:48:57
n*****_,5,"Fitur Terbaik:belum d coba
Sepadan dengan Harga:ok

Mudah mudahan awet yah ... Bahan oke , kokoh untuk tiang yg berdirinya itu ... Langgeng yah . Buat bikin video...heheheh",2023-03-29 21:35:31
i*****4,5,"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan kokoh

Kirai pesan yg  tinggi salah pesan kykny aku..ternyata pendek ... 
TPI klu barang ny bagus GK ada yg rusak biarpun awal ny bingung cara masang ny",2024-02-22 03:49:10
w*****o,4,"Saya kurang paham cara pakenya apa memang begini ya barangnya,buat naruh hape kok gk bisa stay jadi gk ada sekatan buat hapenya gitu,jadi licin dan hpenya suka jatuh
Maaf saya yg gk ngerti cara pakenya apa memang begini",2022-12-22 03:41:22
n*****n,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:sesuai dengan harga

Pengiriman dan pengemasan baik blututh nya pun aktif respon penjual baik harga terjangkau bahan bagus kokoh semoga awet ya",2023-12-28 03:08:56
r*****3,5,"Sepadan dengan Harga:iya
Fitur Terbaik:mantap

Mantep sih ini. Pengiriman cepat. Aman dan puas bgtt sama pesenannya. Recommended bgtt belanja disini. Tidak menyesal dan tidak kecewa. Thx u min",2023-05-11 05:56:26
s*****m,5,"Fitur Terbaik:ok
Sepadan dengan Harga:Sesuai

Tripod Weifeng, 3120A, Banyak Kegunaan nya, Bahan ok, Untuk dipakai foto keluarga, kwalitas Mantap. Paking ok, Penggiriman ok.",2023-02-12 01:40:27
l*****9,5,"Sepadan dengan Harga:harga terjangkauu tapi barangnyaaa bagusss bangett sesuai ekspektasi akuu🥰🥰
Fitur Terbaik:kirain remot blutooth nya bakalan rusak atau ada yg cacat tripod nya ternyata berfungsi dengan baikkk alhamdulillah seller nya amanahh bable wrap nya rapiii dan tebelll makin mangattt ngontenn kalo gini😅😅",2024-02-20 08:32:58
q*****m,5,"Fitur Terbaik:barang ok punya
Sepadan dengan Harga:harga ny murah kualitas bagus

Tidak mengecewakan,pokokny tokohny rekomend bgt deh. Smga barangnya awet y Krn blm dpakai masih dcoba doang. Kurirnya juga ramah",2023-06-14 08:20:46
f*****4,5,"Fitur Terbaik:sangat bagus
Sepadan dengan Harga:terjangkau harganya

Alhamdulillah paketny telah sampai dan kualitas bagus sesuai dengan harganya...",2023-01-15 11:34:18
s*****e,5,"Fitur Terbaik:Barang nya bagus
Sepadan dengan Harga:sesuai harga dan barangnya

Semoga awet dalam waktu lama barangnya",2023-07-10 04:27:29
t*****9,4,"Fitur Terbaik:barang real sesuai gambar
Sepadan dengan Harga:iya

Fungsi baik semua, kemasan keliatan premium dengan bungkus kain hitam. Remot blotot baik normal, bs dipakai. Barang real sesuai di gambar pelapak. Goodluck harus dipertahankan.",2022-12-03 04:52:03
m*****a,5,"Fitur Terbaik:yey paket sdah datang tidak ada rijek dri mulai trypod ny Smpai tempatnya aman dan brfungsi , baguss
Sepadan dengan Harga:buat hargany si mnurut ak pas ya sesuai jga 50rbuan bisa dapetin trypod 👍👍👍",2023-03-17 05:43:48
a*****a,5,"Fitur Terbaik:cukup baik
Sepadan dengan Harga:200rbuan

Cukup bagus untuk harga yg super murah, 
Ini sangat membantu saat di butuhkan anak2 bikin video pertandingan ... Trimakasih shopee trimakasih seller, dn trimakasih juga untuk mas kurir yg ramah,,, 🤗",2022-08-30 03:48:13
d*****1,5,"Fitur Terbaik:Bagus
Sepadan dengan Harga:Sesuai harga

Kuwalitas produk sesuai harga, barang sampai dengan selamat, pengiriman cepat",2022-12-01 08:52:25
d*****r,5,"Sepadan dengan Harga:good
Fitur Terbaik:good

Lumayan banget harga nya sesuai dengan kualitas, suka deh pokoknya",2023-03-22 06:47:20
j*****o,4,"Fitur Terbaik:belum dicoba
Sepadan dengan Harga:terjangkau

Semoga berfungsi dengan baik",2023-08-12 16:27:24
d*****8,5,"Fitur Terbaik:untuk hp
Sepadan dengan Harga:bagus

produk bagus tdk ada cacat, pengemasan rapih, kardus aman tidak penyok, ada sarung nya juga.
pengiriman standar 3hari sampai cirebon.
thanks seller
thanks shopee
thanks kurir",2023-06-08 06:34:14
v*****p,5,"Fitur Terbaik:kereen
Sepadan dengan Harga:pass.. lah wortit

Paket sampai terimakasih keren rekomendasiin buat kaliann",2023-03-05 06:58:34
p*****7,5,"Fitur Terbaik:Bagus
Sepadan dengan Harga:Sepadan

Alhamdulillah🤲 Paket mendarat dengan selamat, Packing Rapi, Pengiriman cepat, Barang, sesuai dengan gambar,,pak kurirnya baik dan ramah,, mksih Seller🙏 Smoga tetap Amanah dan semakin Jaya 👍👍",2024-03-11 05:30:27
s*****1,5,"Kualitas:lumayan

Trimakasih barang sudah sampai dengan selamat.. pengiriman lumayan cepat dan harga terjangkau.. untuk kualitas sesuai dengan harga. Agak hati"" aja kalo makainya,soalnya bahan dr plastik..",2024-08-14 04:01:32
r*****0,5,"Sepadan dengan Harga:baik
Fitur Terbaik:baik

Mantap bgt ga usah banyak tanya di toko ini biar bintang yg berbicara karna sangat berfungsi dan tidak ada masalah barangnya.👍 Rekomendasi bgt untuk penjualnya, semoga makin laris terus.😇",2023-12-15 02:11:49
s*****a,5,"Sepadan dengan Harga:sangat wort it

Pesanan sampai dengan aman,, harganya juga murah, dan sesuai dengan gambar",2023-02-26 09:56:43
a*****5,5,"Sepadan dengan Harga:memuaskan sekali

Alhamdulillah barang sampai dengan aman tak kurang 1 apapun, kualitas bagus tidak ada yang cacat atau rusak sekalipun. Semoga pembeli yang lain bisa merasakan dan mendapatkan barang dengan kondisi bagus dan mulus. Untuk tokonya termikasih sudah amanah dan semoga barokah buat semuanya aminn",2023-12-15 12:12:20
t*****a,5,"Sepadan dengan Harga:baik
Fitur Terbaik:baik

Semua baik. Pengiriman, kurir semua baik. Barang aman, cepet bnget pengemasan nya. Jdi barang cepet sampai ke rumah. Makasih kak. Sukses slalu",2023-10-28 18:14:30
c*****4,1,"Sepadan dengan Harga:tidak sama sekali ...
Fitur Terbaik:tidak

Termasuk menipu ..kalau ingin jualan harus amanah ...dan 0lig males kalo d kompline benat benar salah tpy masi mempersulit..kurir aman dan baik ..",2022-09-29 10:10:48
c*****s,5,"Fitur Terbaik:baik
Sepadan dengan Harga:okelah

mantap harga lumayanlah",2022-10-19 01:17:51
s*****1,5,"Sepadan dengan Harga:barang ok
Fitur Terbaik:baik

Pesanan sudah sampai, dipeking baik dan sesuai pesanan.
Reseller baik pengiriman cepat dan kurirnya ok...
Trimakasih shopeee",2023-05-07 07:06:13
s*****1,5,"Kualitas:lumayan
Durabilitas:sesuai dengan harga
Ukuran:sesuai

Harganya murah meriah, dan bagus",2024-06-05 12:09:46
r*****n,5,"Sepadan dengan Harga:sangat murah
Fitur Terbaik:barang ringan

Barang pesanan sdh datang dan sesuai dg display.. Pengiriman sangat cepat dan barang sangat bagus dg harga yg murah",2023-10-22 10:21:16
i*****l,5,"Sepadan dengan Harga:barang sesuai harga
Fitur Terbaik:berdiri kokoh bisa di atur tinggi pendek nya sip mantap lah pokok nya

Akhirnya bisa buat vidio estetik dgn tripod ini👍🏼",2023-10-23 05:05:50
