username,rating,comment,time
vqvvbvr5i3,5,"Sepadan dengan Harga:sangat murah mantaap
Fitur Terbaik:sangat baik good and goooooodddd

Ok kakak barang sudah kami terima,,mantaaap ka bener2 mantaapppp....anti pecah dan semoga awet..
Sukses selalu usaha nya ka,,berikan kepuasan kepada pembeli yg lain nya...
Terima Kasih..🙏🙏",2023-12-15 10:50:50
d*****h,5,"Sepadan dengan Harga:sangat sepadan
Fitur Terbaik:layarnya bagus banget

Dengan harga segitu sangat worth it bgt,,secara dg hrg receh bisa lindungin LCd poll,,,pokoknya TOP deh..dah ga bisa komen2 lg,,,good job seller,moga makin berkah,laris manis jualannya..mksh jg kurir",2023-12-13 02:39:53
ahmadjarkasihandelo,5,"Fitur Terbaik:jos
Sepadan dengan Harga:yes sepadan sama harga

Lumayan lah makasih ka 
Moga awet ka",2022-11-07 01:11:48
rinywulandari78,5,"Fitur Terbaik:baguss halus
Sepadan dengan Harga:wort it bgttt

Bagussss barang nya, semoga awet dan cukup, belum di coba sii, kemasan rapi, sampai dengan baik, thanks seller 🥰😘💋😅❤️",2023-12-17 12:46:15
a*****3,5,"Sepadan dengan Harga:harga sangat murah
Fitur Terbaik:anti gores dan anti intip

Ini yang ketiga kalinya belanja di toko ini, dan tidak mengecewakan sama sekali.
Pengiriman juga sangat cepat, sore dipesan besok pagi nya sudah datang.
Mantap 👍",2023-10-23 13:36:05
mamakepramaprama,5,"Sepadan dengan Harga:murah tapi engk murahan
Fitur Terbaik:barang aman sentosa .makasih buat kurirya ,baik dan engk sombong 😁.mf belum dipasang ya anti goresya .sangat"" puas banget dengan barang ya",2024-01-15 09:54:11
k*****a,5,"Ukuran:pas
Fitur:bagus
Kegunaan:melindungi layar hp

Awwet bahan lentur tidak mudah pecah, dan anti intip kalo dilihat dari samping tidak terlihat atau gelap jadi aman privasi HH..",2024-08-08 03:28:14
s*****8,5,"Fitur Terbaik:anti gores privasi
Sepadan dengan Harga:iyaa

barang sesuai dengan pesanan++packing rapih dan aman sampe rumah hehe!dapet harga 15rb itu sama ongkir:) gapapa sih,anti gores privasi nya jg terbaik..",2023-12-11 08:39:45
m*****n,5,"Fitur Terbaik:ok keren gak mudah patah terus anti intip banget
Sepadan dengan Harga:harga murah kualitas jelas oknya

Thanks buat k seller barangnya ok jg harga murah tapi gk Murahan.",2023-12-03 21:59:16
pjndgb6au4,5,"Fitur Terbaik:ok untuk barang nya
Sepadan dengan Harga:sesuai dgn harga

Pengiriman lumayan cepat, untuk barang nyaa real pictures  harganya murce sekali lagi oke thankyou",2022-11-27 02:28:02
c*****7,1,"Fitur Terbaik:KAPOK BELI DI SINI!

Gimana ya kak, bisa diliat sendiri.. ini yang PRIVASI sama yang ANTI BLUE RAY UKURANNYA BEDA!!! Yang PRIVASI BUKAN BUAT OPPO A9 2020.. JANGAN MENTANG-MENTANG HARGA MURAH KIRIM SEENAKNYA DONG!!!",2023-01-05 02:50:42
nk78j96hm6,4,"Fitur Terbaik:barang bagus dan nggak kekecilan
Sepadan dengan Harga:harga sesuai dan ga mahal

Alhamdulillah
Barang sampai tujuan tepat waktu dan dalam keadaan baik
Bagus dan pas sama ponsel
Pokoknya ga nyesel 👍👍👍👍🤩",2023-12-15 06:32:40
0*****1,5,"Fitur Terbaik:Sangat baik dan berkualitas
Sepadan dengan Harga:Sangat benar dan terjangkau

Kualitas produk sangat baik dan bagus. Produk original. Harga produk sangat baik dan ramah. Kecepatan pengiriman produk sangat baik dan cepat. Respon penjual sangat baik dan sopan.",2023-11-28 02:52:00
ranti_103113,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:sepadan

Barang nya bagus sesuai pesanan dan harganya pun murahh👍👍",2023-01-21 23:50:36
jamalyulia,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Bagus , privacy .. Dari samping ga keliatan nyala . Kurir ramah seller ramah",2022-10-03 22:17:58
naitohnaitoh,5,"Fitur Terbaik:ok
Sepadan dengan Harga:5rb

Rilpik wah hp ku jd keren pake anti gore biar orang GK bisa intim"" dari samping tokonya amanah semoga tokonya sukses terus amiin nexz order lg🙏",2023-10-04 03:14:46
n*****_,5,"Bgaus TG nya langsung di pakai dan di pasang ,pengirimanya pun cepat",2022-12-15 08:48:39
7chf8m32sh,5,"Sepadan dengan Harga:barang pas sesuai dengan harga

Terima kasih ka ,barangnya sudah sampe ,barangnya bagus , pengiriman nya cepet ,dan penjualnya juga ramah
Sukses terus untuk toko ini👐",2023-10-23 09:01:41
arirahmat06,5,"Fitur Terbaik:bagus cocok
Sepadan dengan Harga:harga murah tp tidak murahan

Sudah diterima dengan baik dan aman kondisi ok",2023-01-05 04:28:12
anggimeiranty,5,"Sepadan dengan Harga:sagat murah sekali
Fitur Terbaik:bagus

Terimakasih Bagus banget, dan beneran anti kepo² yah. Semoga awet dan tidak merusak layar HP",2023-07-14 09:12:34
juliarasyafaraqueen,5,"Sepadan dengan Harga:Hargaaaa Murah Bgt
Fitur Terbaik:Baik

Packing Rapih Dan Aman Barang Cepat Sampai Dan Sesuai Orderan,Besok Mau Coba Pasang Semoga Tidak Mengecewakan,Tokonya Amanah Semoga Makin Sukses Terimakasih🙏🏻",2023-04-08 18:33:19
mrismanfadilah,5,"Fitur Terbaik:okee
Sepadan dengan Harga:madepppppp

Barang udah sampe lumayan engga terlalu lama pnp untuk oppo passss mantepppppp langsuuuuuuuuuung terimaaaa kasiiiiih shopeee barangnya sudah dipasang dengan baikkkk",2024-03-30 05:20:02
0*****1,5,"Ukuran:Pas dan sesuai
Fitur:Sangat baik dan bagus
Kegunaan:Antigores Hp

Kualitas produk sangat baik dan bagus. Produk original. Harga produk sangat baik dan ramah. Kecepatan pengiriman produk sangat baik dan cepat. Respon penjual sangat baik dan sopan.",2024-07-23 11:47:17
0*****1,5,"Ukuran:Pas dan sesuai
Fitur:Sangat bagus dan berkualitas
Kegunaan:Melindungi layar hp

Kualitas produk sangat baik dan bagus. Produk original. Harga produk sangat baik dan ramah. Kecepatan pengiriman produk sangat baik dan cepat. Respon penjual sangat baik dan sopan.",2024-09-06 07:42:49
x*****a,5,"Fitur Terbaik:👍
Sepadan dengan Harga:👍

Alhamdulillah sampai.
Bagus banget, recommended.
Terimakasih seller 🙏 semoga semakin lancar😊",2022-12-17 10:13:23
0*****1,5,"Fitur Terbaik:Sangat baik dan bagus + berkualitas
Sepadan dengan Harga:Sangat benar dan terjangkau

Kualitas produk sangat baik dan bagus. Produk original. Harga produk sangat baik dan ramah. Kecepatan pengiriman produk sangat baik dan cepat. Respon penjual sangat baik dan sopan.",2024-05-19 11:34:13
irwan.der,5,"Fitur Terbaik:ok
Sepadan dengan Harga:ya

Pengiriman cepat, kualitas barang yang dikirim baik, kurir amanah, pengepakan barang rapi, harga terjangkau. Di lain kesempatan bisa pesan lagi. Terima kasih.",2023-10-28 15:51:10
r4qfrh30k3,5,"Sepadan dengan Harga:harga murah kualitas tidak murahan. the best pokonya
Fitur Terbaik:cepat pengiriman nya, ramah kurirnya, rapi packing nya.

Dari pada kalian ganti TG di konter yang harganya puluhan ribu, mendingan beli disini yang harganya murah tapi kualitas tidak murahan, dan tinggal pasang sendiri. 👍👍👍
The best pokonya",2024-04-12 08:09:14
f*****o,5,"Sepadan dengan Harga:sesuai dengan harga ny
Fitur Terbaik:oke 👌 bagus

Alhamdulillah paket ku ud sampe packing ny aman dan rapi sesuai dengan pesanan terima kasih 🙏 seller sukses slalu 😊",2024-03-11 08:05:51
k*****8,5,"Ukuran:pas
Fitur:anti spay
Kegunaan:tempered glass

Wuihh super duper best pake banget ini toko harganya murah meriah tumpah pengiriman cepet packing aman banget ukuran pas sesuai dikasih tisu juga sesuai pokoknya kalian kalo beli di toko ini aja udah nggak usah di. Tempat lainnya aku berani jamin kasih bintang yang nggak mungkin kurang dari 3 karena apa emang tokoknya beneran berani di adu berani ada kualitas makanya aku bisa bilang kalo ini best of the best toko tempered glass anti spay yang terpercaya lah makasih seller",2024-11-25 04:55:37
aulianawwab466,5,"Fitur Terbaik:jos bagus bos
Sepadan dengan Harga:harga terjangkau recommended pokoknya",2022-12-30 11:08:07
f*****6,5,"Paket sudah sampai,mantap super fast pngirimannya respons pnjual juga fast dan ramah,jgn ragu mmpir dan order d toko nh pngrmn dan respons nya sangat cepat,dan juga amanah,trmkasih buat tokonya semoga sukses sllu,dan trmkasih kurirnya juga.",2023-06-18 11:00:36
d*****a,5,"Ukuran:pas
Fitur:bagus
Kegunaan:untuk privasi

Barang sudah sampe dg baik,pengiriman cepat,pengemasan juga rapi. Harganya murah tapi kualitasnya bagus bgt.sekarang layar hp q JD lebih gelap dan privasi q terjaga.",2024-10-12 05:20:27
ayumarhamah23,5,"Fitur Terbaik:bgus
Sepadan dengan Harga:bgus

Bgus polll insyaallah bermanfaat ,,,,d jauhkan dari orang yg suka kepo sama isi hp nyh apa,,,pakai ini ajh biar ga keliatan 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩",2024-03-01 04:48:28
2sfk0k8x2_,5,"Ukuran:pas dan sesuai
Fitur:bagus dan nyaman
Kegunaan:anti gores hp

Harga nya sangat murah pengiriman nya cepat sekali toko ramah dan semoga sukses selalu 👍👍👍sangat ramah dikantong harganya AQ bakalan co lagi",2024-10-30 14:48:33
pkqbvq7hzzpys4libcyh4f4v8xfy,5,"Sepadan dengan Harga:iya

Anti gores buat Oppo a3s nya bagus cocok pas dipake nya makasih 👍👍👍",2023-02-01 05:08:04
angga14a,5,"Ukuran:pas oppo a16
Fitur:bagus

Bagus bgt udh 2kli bli d toko ini amanah bgt,, biar beli nya gk bnyak dan murah tapi menghargai konsumen 🙏
Pengiriman juga cepat kemas langsung kirim",2024-09-05 11:11:13
ndu556,5,"Sepadan dengan Harga:Mantap oke harga murah
Fitur Terbaik:Jadi gelap layar nya

Bagus banget murah pula. Pokoknya rekomendasi si toko nya juga baik. Tadi mau beli yang mahalan tapi suruh nya yang murah, dan di pakai juga nge pas makasih untuk toko nya semoga lancar rezeki nya aamiin",2023-12-07 12:37:47
,5,"Bagus nii, real bangett, packing nya aman pengirimannya cpt bgt, murah juga, thanks 👍👍",2022-09-09 09:57:51
ekabrahmono28,5,"Ukuran:pas dan sesuai
Fitur:bagus dan berguna
Kegunaan:untuk melindungi layar hp

Assalamualaikum kak, maaff baru kasih ulasan begini tempered glass nya buat Oppo a53 saya sudah sampai dari kemarin pengiriman super cepat 2 hari langsung sampai tg nya sesuai tipe dan full layar ya trimakasih Nex order lagi harga murah terjangkau kualitas jangan ditanya🙏🥰😁👍😍",2024-10-01 09:24:19
meyziwiguna,5,Alhamdulillah barang pesanannya sudah sampai pengiriman cepat dan pengemasan baik sehingga barang tidak ada yg rusak belum di coba semoga sesuai dengan ekspektasi terimakasih seller semoga lancar usahanya dan berkah. Aamiin,2023-12-26 07:08:22
arinakayyla,5,"Ukuran:cocok dengan sempurna, sesuai ekspektasi
Fitur:bagus dan bergun

bagus banget, pas di hp akuu. ga nyesel beli disini, harga murah kualitas bagus. Pengiriman cepat sekalii.",2024-04-20 10:01:05
rasyate,5,"Sepadan dengan Harga:baik
Fitur Terbaik:bagus pas ukuran nyah

Paket udh datang tadi udh d pake toko ini amanah banget sya pesan dua sesuai ukuran HP sya kk",2023-12-08 10:39:20
a*****i,5,"Ukuran:ukurannya pas dan sesuai dengan tipe hp
Fitur:bagus dan berguna
Kegunaan:mencegah orang asing melihat layar hp pengguna

Produknya bagus dan berguna mencegah orang asing melihat layar hp kita dari berbagai arah",2024-07-27 03:43:46
100891atik,5,"Sepadan dengan Harga:harga murah kualitas good
Fitur Terbaik:ccok untuk a5s

Barang dah sampai dan sesuai pesanan ccok untuk oppo a5s dan smoga awet buat tokonya dan kurirnya good jobb.
Rekomend bgt",2023-05-07 12:19:57
batuul_ssegaf_shop,5,"Ukuran:ok
Fitur:ok
Kegunaan:ok

Paket sudah sampai mendarat dengan selamat packing aman dan g ada kerusakan ,pesen bnyk jg g ada yg kurang smua ok, sesuai sm jumlah pesanan,produk nya jg bagus² smua
Trimaksih 🙏🏻🙏🏻",2024-09-09 15:22:24
kka88qe_7k,5,"Fitur Terbaik:barang nya bagus harga nya murah Realfick
Sepadan dengan Harga:harga murah kualitas bagus banget

Barang nya Realfick pengiriman nya cepat harga murah dapet barang nya bagus banget matte lagi asli gak nyesel belanja di toko ini",2023-12-06 06:59:22
apiepwidie,5,"Fitur Terbaik:sangat puas

Barang sudh sampi sesuai dngan pesanan pngiriman cpet bnget bru psen kmarin skarang udh smpe the best poko'a mah seller sma kurir na jga ramah",2023-01-16 05:42:40
davidnugraha68,5,"Fitur Terbaik:ga ada yang pecah sama sekali
Sepadan dengan Harga:iya

bagus bgt dan lumayan cepet Dateng nya ga ada yang pecah dan dapat lap² nya kurirnya juga ramah terimakasih 😊",2023-10-01 14:50:25
s*****_,5,"Alhamdulillah paketnya mendarat dengan selamat, packing safe dan standar ya... Terima kasih seller🙏🏻",2022-11-11 12:38:36
hilvimmhhilya_08,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:5rb saja

Alhamdulillah paket udh smpe kk nya amanah selalu udh di pasang alhamdulillah nyaman di pake nya di sentuh nya jg enk👍👍👍",2024-03-19 13:59:32
andiquu83,5,"Fitur Terbaik:Gus Agus
Sepadan dengan Harga:murmer

Nyesel belanja di sini' barang ya bgus bos👍👍",2023-01-16 10:57:09
h*****h,5,"Fitur Terbaik:ga pecah dan anti spy
Sepadan dengan Harga:murah

Mantap gan barang sesuai type next order lg, tengkyu gan",2022-09-14 05:38:16
nur25rir2md2ni,5,Sesuai harga. Pengiriman cepat. Kondisi barang bagus mulus sesuai ukuran pesanan. Terimakasih seller dan Shopee 🙏🏻,2023-10-04 04:47:20
ahmadhadi2021,5,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:ya

Respon penjual baik dan amanah sudah 2 kali saya beli di toko ini sangat amanah dan cepet juga proses nya admin toko juga ramah",2023-07-16 08:58:58
f*****7,5,"Ukuran:pas dan sesuai
Fitur:bagus
Kegunaan:oppo reno 4F

Pesanan sudah sampaii sesuai dengan pesanan bagus cocok untuk handphone oppo reno 4F cocok dan pas terimakasih banyak...",2024-11-13 13:31:31
erlin_azerlyn,5,"Sepadan dengan Harga:iya
Fitur Terbaik:bagua

Produk bagus sesuai dengan pesanan pengiriman dan packingnya jg bagus",2023-08-22 13:54:41
n*****2,5,"Ukuran:pas sesuai
Fitur:bagus dan berguna
Kegunaan:pelindung hp

Terimakasih barangnya sudah saya terima , pengemasan rapi dan cukup baik, kualitas produk original , pengiriman lumayan cepat 😊",2024-07-15 14:20:12
bellaukhti,5,"Sepadan dengan Harga:SEPADAN DENGAN HARGA YANG DI BELI
Fitur Terbaik:FITUR TERBAIK DAN SANGAT BAGUS

KUALITAS PRODUK SANGAT BAIK
KECEPATAN PENGIRIMAN SANGAT BAIK
PELAYANANNYA SANGAT BAIK
TERIMAKASIH SHOPEE, KURIR, DAN SHOPEE",2024-01-08 07:18:23
